groupId,playerId,fair,T,W,LTC,age,gender
1,2,Unfair,RE1,False,luck,34,Female
1,1,Unfair,RE1,True,luck,40,Male
1,1,Unfair,RE1,True,rules,37,Male
1,2,Unfair,RE1,False,rules,34,Male
2,2,Fair,RE1,True,luck,75,Male
2,1,Fair,RE1,False,talent,29,Female
2,1,Fair,RE1,True,rules,32,Female
2,2,Unfair,RE1,False,luck,31,Female
2,2,Unfair,RE1,False,luck,48,Male
2,1,Fair,RE1,True,talent,29,Male
2,1,Fair,RE1,False,luck,30,Female
2,2,Fair,RE1,True,talent,30,Male
2,1,Unfair,RE1,False,luck,NA,Female
2,2,Fair,RE1,True,rules,28,Male
2,1,Fair,RE1,True,talent,38,Male
2,2,Unfair,RE1,False,luck,31,Female
2,2,Unfair,RE1,True,talent,37,Female
2,1,Fair,RE1,False,talent,51,Female
3,1,Unfair,RE1,False,luck,49,Female
3,2,Fair,RE1,True,talent,43,Female
3,1,Fair,RE1,True,talent,39,Male
3,2,Unfair,RE1,False,luck,49,Female
3,2,Unfair,RE1,False,luck,28,Male
3,1,Fair,RE1,True,luck,31,Female
3,2,Unfair,RE1,False,rules,32,Male
3,1,Fair,RE1,True,rules,41,Male
3,2,Fair,RE1,True,talent,29,Female
3,1,Unfair,RE1,False,rules,27,Female
3,2,Unfair,RE1,False,luck,37,Male
3,1,Unfair,RE1,True,talent,49,Male
3,1,Fair,RE1,False,luck,54,Female
3,2,Fair,RE1,True,rules,30,Male
3,1,Unfair,RE1,False,rules,44,Female
3,2,Fair,RE1,True,rules,25,Male
4,2,Fair,RE1,False,rules,26,Female
4,1,Fair,RE1,True,luck,36,Female
4,2,Unfair,RE1,False,rules,46,Female
4,1,Fair,RE1,True,luck,31,Male
4,2,Unfair,RE1,False,rules,25,Female
4,1,Fair,RE1,True,talent,50,Female
4,1,Unfair,RE1,False,rules,40,Female
4,2,Fair,RE1,True,talent,26,Male
4,2,Unfair,RE1,False,rules,50,Male
4,1,Fair,RE1,True,talent,27,Female
4,2,Fair,RE1,True,talent,44,Female
4,1,Unfair,RE1,False,luck,33,Female
4,2,Unfair,RE1,False,luck,30,Female
4,1,Unfair,RE1,True,talent,39,Male
5,2,Unfair,RE1,False,luck,59,Female
5,1,Fair,RE1,True,talent,43,Female
5,1,Unfair,RE1,True,rules,48,Female
5,2,Unfair,RE1,False,luck,24,Female
5,1,Unfair,RE1,True,rules,34,Female
5,2,Unfair,RE1,False,rules,21,Male
5,2,Unfair,RE1,False,rules,40,Female
5,1,Unfair,RE1,True,rules,43,Female
5,1,Fair,RE1,True,rules,34,Female
5,2,Unfair,RE1,False,rules,33,Male
5,2,Fair,RE1,True,rules,39,Female
5,1,Unfair,RE1,False,talent,54,Female
5,1,Unfair,RE1,True,luck,34,Male
5,2,Fair,RE1,False,luck,59,Female
5,1,Fair,RE1,True,luck,28,Female
5,2,Unfair,RE1,False,rules,25,Female
6,1,Unfair,RE1,True,rules,37,Female
6,2,Unfair,RE1,False,luck,64,Male
6,1,Unfair,RE1,False,luck,33,Male
6,2,Fair,RE1,True,talent,44,Female
6,1,Fair,RE1,False,luck,64,Female
6,2,Fair,RE1,True,rules,42,Female
6,2,Unfair,RE1,False,rules,26,Male
6,1,Fair,RE1,True,rules,27,Female
6,2,Unfair,RE1,False,luck,42,Female
6,1,Unfair,RE1,True,luck,49,Male
6,2,Fair,RE1,False,luck,31,Other
6,1,Unfair,RE1,True,luck,38,Female
7,2,Fair,RE1,True,luck,31,Female
7,1,Unfair,RE1,False,luck,36,Male
7,1,Unfair,RE1,False,rules,33,Female
7,2,Unfair,RE1,True,luck,30,Male
7,2,Fair,RE1,True,talent,31,Male
7,1,Unfair,RE1,False,luck,47,Female
7,1,Fair,RE1,True,talent,40,Female
7,2,Unfair,RE1,False,rules,30,Female
7,1,Unfair,RE1,True,rules,32,Female
7,2,Unfair,RE1,False,luck,50,Male
7,1,Fair,RE1,True,rules,53,Male
7,2,Unfair,RE1,False,rules,31,Male
8,2,Fair,RE1,False,luck,31,Female
8,1,Fair,RE1,True,talent,40,Female
8,1,Fair,RE1,True,talent,63,Female
8,2,Unfair,RE1,False,rules,39,Male
8,1,Fair,RE1,True,talent,30,Male
8,2,Unfair,RE1,False,rules,42,Female
8,1,Unfair,RE1,False,luck,35,Male
8,2,Fair,RE1,True,luck,32,Female
8,2,Unfair,RE1,True,luck,22,Female
8,1,Unfair,RE1,False,luck,19,Male
8,2,Unfair,RE1,True,rules,52,Female
8,1,Unfair,RE1,False,rules,25,Male
9,1,Fair,RE1,True,talent,22,Male
9,2,Fair,RE1,False,rules,26,Female
9,2,Unfair,RE1,True,luck,53,Female
9,1,Fair,RE1,False,luck,45,Female
9,1,Unfair,RE1,False,luck,20,Female
9,2,Fair,RE1,True,talent,34,Female
9,1,Unfair,RE1,True,luck,26,Male
9,2,Unfair,RE1,False,luck,37,Male
9,2,Unfair,RE1,True,rules,29,Male
9,1,Fair,RE1,False,talent,40,Female
9,1,Fair,RE1,True,talent,38,Female
9,2,Fair,RE1,False,talent,38,Female
10,1,Fair,RE1,True,talent,43,Female
10,2,Unfair,RE1,False,luck,36,Female
10,2,Unfair,RE1,False,luck,27,Female
10,1,Unfair,RE1,True,luck,28,Male
10,1,Unfair,RE1,True,luck,36,Female
10,2,Unfair,RE1,False,luck,54,Male
10,1,Unfair,RE1,True,talent,25,Female
10,2,Unfair,RE1,False,rules,38,Male
10,1,Fair,RE1,False,luck,23,Female
10,2,Fair,RE1,True,rules,53,Male
10,2,Fair,RE1,True,luck,62,Female
10,1,Fair,RE1,False,luck,55,Male
11,1,Fair,RE1,True,talent,32,Male
11,2,Unfair,RE1,False,rules,32,Female
11,1,Unfair,RE1,True,luck,23,Female
11,2,Unfair,RE1,False,luck,47,Male
11,2,Unfair,RE1,False,rules,29,Male
11,1,Unfair,RE1,True,luck,29,Male
11,2,Unfair,RE1,False,luck,55,Female
11,1,Fair,RE1,True,talent,26,Female
12,2,Unfair,RE1,False,luck,57,Female
12,1,Fair,RE1,True,rules,43,Female
12,1,Fair,RE1,True,rules,32,Female
12,2,Fair,RE1,False,rules,32,Female
12,1,Fair,RE1,True,rules,32,Male
12,2,Fair,RE1,False,talent,33,Female
12,1,Fair,RE1,True,rules,66,Male
12,2,Fair,RE1,False,rules,27,Male
13,1,Fair,RE1,True,talent,34,Male
13,2,Unfair,RE1,False,luck,38,Male
13,1,Unfair,RE1,False,luck,27,Female
13,2,Fair,RE1,True,luck,31,Female
13,2,Fair,RE1,True,talent,36,Female
13,1,Fair,RE1,False,rules,21,Female
13,1,Unfair,RE1,False,luck,39,Male
13,2,Unfair,RE1,True,rules,48,Male
13,2,Unfair,RE1,False,luck,26,Female
13,1,Fair,RE1,True,luck,40,Male
14,1,Unfair,RE1,True,luck,42,Male
14,2,Fair,RE1,False,luck,52,Female
14,2,Fair,RE1,False,talent,28,Female
14,1,Unfair,RE1,True,luck,30,Male
14,2,Fair,RE1,False,rules,40,Male
14,1,Unfair,RE1,True,luck,29,Male
15,2,Fair,RE1,True,luck,41,Female
15,1,Fair,RE1,False,talent,31,Female
15,1,Unfair,RE1,True,rules,23,Male
15,2,Unfair,RE1,False,rules,36,Female
16,1,Fair,RE1,True,rules,28,Female
16,2,Fair,RE1,False,luck,28,Female
1,1,Unfair,RE2,False,luck,38,Male
1,2,Unfair,RE2,True,luck,23,Male
1,1,Unfair,RE2,True,luck,47,Male
1,2,Unfair,RE2,False,rules,29,Female
1,2,Fair,RE2,True,rules,62,Male
1,1,Unfair,RE2,False,luck,29,Female
1,2,Fair,RE2,True,rules,48,Male
1,1,Unfair,RE2,False,rules,43,Male
1,2,Unfair,RE2,False,luck,24,Male
1,1,Fair,RE2,True,rules,44,Male
1,2,Fair,RE2,True,luck,47,Male
1,1,Unfair,RE2,False,rules,46,Female
2,2,Fair,RE2,True,luck,50,Female
2,1,Fair,RE2,False,luck,28,Female
2,1,Unfair,RE2,True,luck,60,Male
2,2,Unfair,RE2,False,luck,26,Male
2,1,Fair,RE2,True,talent,40,Male
2,2,Unfair,RE2,False,luck,22,Male
2,2,Unfair,RE2,False,luck,27,Male
2,1,Unfair,RE2,True,rules,31,Male
2,1,Unfair,RE2,False,luck,27,Female
2,2,Unfair,RE2,True,talent,26,Female
2,2,Unfair,RE2,False,rules,30,Male
2,1,Unfair,RE2,True,rules,27,Female
3,1,Unfair,RE2,False,luck,39,Female
3,2,Unfair,RE2,True,luck,38,Male
3,1,Unfair,RE2,False,rules,56,Male
3,2,Fair,RE2,True,luck,46,Male
3,1,Unfair,RE2,True,rules,27,Male
3,2,Unfair,RE2,False,rules,56,Male
3,1,Unfair,RE2,True,rules,46,Female
3,1,Unfair,RE2,False,luck,27,Female
3,2,Fair,RE2,True,luck,30,Male
3,1,Unfair,RE2,False,luck,30,Male
3,2,Unfair,RE2,True,rules,27,Male
3,1,Unfair,RE2,False,rules,23,Male
3,2,Unfair,RE2,True,rules,22,Female
3,2,Unfair,RE2,False,luck,56,Female
3,1,Unfair,RE2,True,rules,34,Male
4,1,Unfair,RE2,True,luck,27,Male
4,2,Unfair,RE2,False,rules,51,Female
4,1,Unfair,RE2,False,luck,24,Male
4,2,Unfair,RE2,True,rules,47,Female
4,1,Fair,RE2,True,talent,33,Male
4,2,Unfair,RE2,False,rules,54,Female
4,1,Unfair,RE2,False,luck,26,Male
4,2,Fair,RE2,True,rules,45,Male
4,2,Fair,RE2,True,rules,48,Female
4,1,Unfair,RE2,False,rules,29,Female
4,2,Unfair,RE2,False,rules,49,Male
4,1,Unfair,RE2,True,rules,34,Male
4,1,Unfair,RE2,False,luck,32,Male
4,2,Unfair,RE2,True,luck,32,Male
5,2,Unfair,RE2,False,rules,32,Female
5,1,Fair,RE2,True,rules,34,Female
5,1,Fair,RE2,True,rules,53,Male
5,2,Unfair,RE2,False,luck,62,Female
5,1,Unfair,RE2,True,rules,34,Female
5,2,Unfair,RE2,False,luck,33,Female
5,1,Unfair,RE2,False,rules,30,Female
5,2,Fair,RE2,True,rules,36,Female
5,2,Unfair,RE2,True,luck,35,Male
5,1,Unfair,RE2,False,luck,29,Male
5,2,Unfair,RE2,False,rules,43,Female
5,1,Unfair,RE2,True,rules,26,Female
5,1,Unfair,RE2,False,luck,31,Female
5,2,Unfair,RE2,True,luck,63,Female
6,1,Unfair,RE2,False,rules,30,Female
6,2,Fair,RE2,True,talent,50,Male
6,1,Fair,RE2,True,talent,26,Male
6,2,Unfair,RE2,False,rules,32,Female
6,2,Unfair,RE2,True,talent,28,Female
6,1,Unfair,RE2,False,rules,36,Female
6,2,Unfair,RE2,False,rules,64,Female
6,1,Unfair,RE2,True,rules,35,Female
6,2,Fair,RE2,False,talent,35,Female
6,1,Unfair,RE2,True,talent,40,Male
6,1,Unfair,RE2,False,rules,28,Female
6,2,Unfair,RE2,True,rules,37,Female
7,2,Fair,RE2,True,luck,60,Male
7,1,Fair,RE2,False,luck,33,Male
7,1,Unfair,RE2,False,rules,38,Female
7,2,Fair,RE2,True,talent,45,Male
7,1,Fair,RE2,False,rules,31,Male
7,2,Unfair,RE2,True,rules,64,Male
7,1,Fair,RE2,True,rules,35,Female
7,2,Unfair,RE2,False,rules,28,Male
7,1,Unfair,RE2,False,rules,32,Female
7,2,Fair,RE2,True,rules,39,Female
8,2,Unfair,RE2,False,luck,29,Female
8,1,Fair,RE2,True,rules,22,Male
8,2,Unfair,RE2,False,luck,26,Female
8,1,Fair,RE2,True,luck,26,Female
8,1,Unfair,RE2,False,rules,43,Female
8,2,Fair,RE2,True,rules,35,Male
8,2,Unfair,RE2,True,rules,50,Male
8,1,Unfair,RE2,False,luck,63,Male
8,2,Unfair,RE2,False,rules,30,Male
8,1,Unfair,RE2,True,rules,43,Male
9,1,Unfair,RE2,True,rules,50,Female
9,2,Unfair,RE2,False,rules,25,Female
9,2,Unfair,RE2,True,rules,38,Female
9,1,Fair,RE2,False,rules,77,Female
9,1,Fair,RE2,True,talent,29,Male
9,2,Unfair,RE2,False,luck,48,Female
9,2,Unfair,RE2,False,luck,34,Male
9,1,Unfair,RE2,True,luck,29,Female
9,1,Unfair,RE2,False,rules,31,Male
9,2,Fair,RE2,True,rules,38,Female
10,2,Fair,RE2,True,luck,65,Female
10,1,Unfair,RE2,False,talent,44,Female
10,2,Fair,RE2,True,rules,23,Male
10,1,Fair,RE2,False,luck,44,Female
10,2,Unfair,RE2,False,luck,40,Male
10,2,Unfair,RE2,True,rules,31,Male
10,1,Unfair,RE2,False,rules,30,Male
10,2,Unfair,RE2,False,rules,28,Female
10,1,Unfair,RE2,True,rules,31,Male
10,2,Unfair,RE2,False,rules,33,Female
10,1,Fair,RE2,True,rules,35,Male
11,1,Unfair,RE2,True,luck,48,Female
11,2,Fair,RE2,False,luck,49,Male
11,2,Unfair,RE2,False,rules,70,Female
11,1,Unfair,RE2,True,rules,25,Female
11,2,Unfair,RE2,True,rules,45,Female
11,1,Unfair,RE2,False,rules,28,Female
11,2,Fair,RE2,False,rules,60,Female
11,1,Unfair,RE2,True,luck,26,Male
12,1,Unfair,RE2,False,luck,37,Female
12,2,Unfair,RE2,True,rules,28,Male
12,2,Unfair,RE2,False,luck,24,Male
12,1,Unfair,RE2,True,rules,55,Male
12,2,Unfair,RE2,False,rules,31,Male
12,1,Unfair,RE2,True,luck,25,Male
12,2,Fair,RE2,False,rules,26,Female
12,1,Fair,RE2,True,talent,35,Male
13,2,Fair,RE2,True,rules,31,Female
13,1,Unfair,RE2,False,rules,25,Male
13,1,Fair,RE2,False,luck,43,Female
13,2,Fair,RE2,True,talent,52,Male
13,1,Unfair,RE2,False,talent,53,Female
13,2,Fair,RE2,True,luck,53,Female
13,1,Unfair,RE2,True,rules,24,Male
13,2,Unfair,RE2,False,luck,32,Male
13,2,Fair,RE2,True,luck,33,Male
13,1,Unfair,RE2,False,rules,29,Male
13,1,Unfair,RE2,True,luck,30,Male
13,2,Unfair,RE2,False,rules,31,Male
14,2,Unfair,RE2,True,luck,37,NA
14,1,Fair,RE2,False,rules,46,Female
14,1,Fair,RE2,True,talent,54,Female
14,2,Unfair,RE2,False,rules,24,Male
14,2,Fair,RE2,True,rules,34,Male
14,1,Unfair,RE2,False,luck,50,Female
14,2,Unfair,RE2,True,luck,31,Female
14,1,Unfair,RE2,False,luck,22,Male
15,1,Unfair,RE2,False,luck,27,Male
15,2,Fair,RE2,True,rules,34,Female
16,2,Unfair,RE2,True,luck,40,Male
16,1,Unfair,RE2,False,luck,29,Male
17,2,Unfair,RE2,False,talent,35,Male
17,1,Fair,RE2,True,luck,38,Male
